LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (=E2=82=B1),WINNERS
3D Lotto 2PM,5-4-4      =,3/3/2023,"4,500.00",289
3D Lotto 5PM,4-5-1      =,3/3/2023,"4,500.00",449
3D Lotto 9PM,9-4-1      =,3/3/2023,"4,500.00",511
2D Lotto 2PM,05-23      =,3/3/2023,"4,000.00",334
2D Lotto 5PM,04-21      =,3/3/2023,"4,000.00",274
2D Lotto 9PM,09-14      =,3/3/2023,"4,000.00",609
Superlotto 6/49,"20-30-35=
-28-18-21",3/2/2023,"18,765,983.80",1
Lotto 6/42,"21-09-23-28-1=
9-36",3/2/2023,"5,940,000.00",0
6D Lotto,6-0-5-6-4-8    =,3/2/2023,"4,134,638.04",0
3D Lotto 2PM,0-5-5      =,3/2/2023,"4,500.00",336
3D Lotto 5PM,5-9-9      =,3/2/2023,"4,500.00",124
3D Lotto 9PM,2-5-0      =,3/2/2023,"4,500.00",1225
2D Lotto 2PM,30-09      =,3/2/2023,"4,000.00",139
2D Lotto 5PM,08-22      =,3/2/2023,"4,000.00",267
2D Lotto 9PM,07-14      =,3/2/2023,"4,000.00",460
Grand Lotto 6/55,"08-26-1=
7-41-37-49",3/1/2023,"29,700,000.00",0
Megalotto 6/45,"42-44-04-=
07-01-13",3/1/2023,"8,910,000.00",0
4D Lotto,1-2-7-9        =,3/1/2023,"22,831.00","=
44"
3D Lotto 2PM,4-5-6      =,3/1/2023,"4,500.00",119
3D Lotto 5PM,5-6-2      =,3/1/2023,"4,500.00",228
3D Lotto 9PM,5-6-5      =,3/1/2023,"4,500.00",668
2D Lotto 2PM,07-14      =,3/1/2023,"4,000.00",345
2D Lotto 5PM,29-31      =,3/1/2023,"4,000.00",55
2D Lotto 9PM,08-08      =,3/1/2023,"4,000.00",1110
Ultra Lotto 6/58,"36-49-4=
0-19-15-48",2/28/2023,"87,542,598.00",0
Superlotto 6/49,"22-49-17=
-29-02-28",2/28/2023,"15,840,000.00",0
Lotto 6/42,"26-14-11-08-0=
7-22",2/28/2023,"50,796,013.00",1
6D Lotto,7-5-0-0-5-2    =,2/28/2023,"3,505,820.12",0
3D Lotto 2PM,5-5-8      =,2/28/2023,"4,500.00",303
3D Lotto 5PM,0-0-1      =,2/28/2023,"4,500.00",203
3D Lotto 9PM,8-7-3      =,2/28/2023,"4,500.00",231
2D Lotto 2PM,13-04      =,2/28/2023,"4,000.00",206
2D Lotto 5PM,13-31      =,2/28/2023,"4,000.00",369
2D Lotto 9PM,21-07      =,2/28/2023,"4,000.00",225
Grand Lotto 6/55,"09-08-0=
5-01-30-52",2/27/2023,"75,248,476.20",1
Megalotto 6/45,"25-04-11-=
35-15-09",2/27/2023,"11,631,365.60",2
4D Lotto,3-9-1-2        =,2/27/2023,"32,036.00",19
3D Lotto 2PM,8-7-2      =,2/27/2023,"4,500.00",398
3D Lotto 5PM,0-3-2      =,2/27/2023,"4,500.00",194
3D Lotto 9PM,7-9-6      =,2/27/2023,"4,500.00",122
2D Lotto 2PM,18-31      =,2/27/2023,"4,000.00",212
2D Lotto 5PM,22-20      =,2/27/2023,"4,000.00",89
2D Lotto 9PM,31-23      =,2/27/2023,"4,000.00",246
Ultra Lotto 6/58,"46-30-2=
5-40-11-35",2/26/2023,"82,103,169.60",0
Superlotto 6/49,"17-32-34=
-01-13-41",2/26/2023,"15,840,000.00",0
3D Lotto 2PM,5-9-4      =,2/26/2023,"4,500.00",271
3D Lotto 5PM,0-6-1      =,2/26/2023,"4,500.00",79
3D Lotto 9PM,2-3-5      =,2/26/2023,"4,500.00",620
2D Lotto 2PM,03-20      =,2/26/2023,"4,000.00",257
2D Lotto 5PM,30-31      =,2/26/2023,"4,000.00",104
2D Lotto 9PM,10-23      =,2/26/2023,"4,000.00",609
Grand Lotto 6/55,"44-32-3=
1-41-29-46",2/25/2023,"69,632,781.80",0
Lotto 6/42,"37-32-28-09-3=
4-19",2/25/2023,"44,794,007.60",0
6D Lotto,8-9-0-0-8-4    =,2/25/2023,"2,933,786.00",0
3D Lotto 2PM,1-0-4      =,2/25/2023,"4,500.00",337
3D Lotto 5PM,6-5-9      =,2/25/2023,"4,500.00",251
3D Lotto 9PM,6-5-4      =,2/25/2023,"4,500.00",450
2D Lotto 2PM,06-18      =,2/25/2023,"4,000.00",278
2D Lotto 5PM,14-15      =,2/25/2023,"4,000.00",119
2D Lotto 9PM,25-18      =,2/25/2023,"4,000.00",405
Ultra Lotto 6/58,"08-02-4=
5-28-47-19",2/24/2023,"76,321,637.80",0
Megalotto 6/45,"45-08-10-=
36-22-38",2/24/2023,"8,910,000.00",0
4D Lotto,5-7-9-9        =,2/24/2023,"75,184.00",13
3D Lotto 2PM,5-5-4      =,2/24/2023,"4,500.00",228
3D Lotto 5PM,5-6-0      =,2/24/2023,"4,500.00",118
3D Lotto 9PM,9-6-1      =,2/24/2023,"4,500.00",344
2D Lotto 2PM,09-12      =,2/24/2023,"4,000.00",273
2D Lotto 5PM,09-30      =,2/24/2023,"4,000.00",209
2D Lotto 9PM,18-10      =,2/24/2023,"4,000.00",219
Superlotto 6/49,"42-37-09=
-01-11-08",2/23/2023,"15,840,000.00",0
Lotto 6/42,"26-02-20-41-2=
1-40",2/23/2023,"39,442,156.20",0
6D Lotto,4-4-0-8-6-1    =,2/23/2023,"2,257,228.52",0
3D Lotto 2PM,8-8-5      =,2/23/2023,"4,500.00",148
3D Lotto 5PM,6-3-8      =,2/23/2023,"4,500.00",287
3D Lotto 9PM,3-2-1      =,2/23/2023,"4,500.00",671
2D Lotto 2PM,31-03      =,2/23/2023,"4,000.00",255
2D Lotto 5PM,23-12      =,2/23/2023,"4,000.00",192
2D Lotto 9PM,29-02      =,2/23/2023,"4,000.00",250
Grand Lotto 6/55,"34-33-5=
0-17-27-13",2/22/2023,"64,384,899.60",0
Megalotto 6/45,"31-43-22-=
27-01-37",2/22/2023,"8,910,000.00",0
4D Lotto,4-3-6-8        =,2/22/2023,"32,102.00",28
3D Lotto 2PM,7-6-7      =,2/22/2023,"4,500.00",216
3D Lotto 5PM,7-4-1      =,2/22/2023,"4,500.00",191
3D Lotto 9PM,0-4-1      =,2/22/2023,"4,500.00",293
2D Lotto 2PM,20-03      =,2/22/2023,"4,000.00",164
2D Lotto 5PM,26-14      =,2/22/2023,"4,000.00",104
2D Lotto 9PM,17-13      =,2/22/2023,"4,000.00",176
Ultra Lotto 6/58,"22-35-4=
7-15-14-03",2/21/2023,"70,049,024.20",0
Superlotto 6/49,"01-19-04=
-48-02-40",2/21/2023,"15,840,000.00",0
Lotto 6/42,"36-16-39-30-4=
1-03",2/21/2023,"33,547,590.80",0
6D Lotto,0-3-9-3-7-8    =,2/21/2023,"1,592,125.32",0
3D Lotto 2PM,2-3-7      =,2/21/2023,"4,500.00",433
3D Lotto 5PM,7-1-2      =,2/21/2023,"4,500.00",332
3D Lotto 9PM,5-0-9      =,2/21/2023,"4,500.00",565
2D Lotto 2PM,21-03      =,2/21/2023,"4,000.00",273
2D Lotto 5PM,30-26      =,2/21/2023,"4,000.00",36
2D Lotto 9PM,27-31      =,2/21/2023,"4,000.00",550
Grand Lotto 6/55,"15-20-0=
8-28-19-05",2/20/2023,"58,915,919.60",0
Megalotto 6/45,"17-23-31-=
10-21-14",2/20/2023,"37,251,519.80",1
4D Lotto,9-8-6-8        =,2/20/2023,"87,899.00",10
3D Lotto 2PM,5-3-3      =,2/20/2023,"4,500.00",233
3D Lotto 5PM,4-2-5      =,2/20/2023,"4,500.00",265
3D Lotto 9PM,0-4-3      =,2/20/2023,"4,500.00",265
2D Lotto 2PM,01-31      =,2/20/2023,"4,000.00",294
2D Lotto 5PM,05-01      =,2/20/2023,"4,000.00",251
2D Lotto 9PM,11-21      =,2/20/2023,"4,000.00",621
Ultra Lotto 6/58,"11-33-3=
7-54-01-26",2/19/2023,"65,074,894.00",0
Superlotto 6/49,"47-46-35=
-25-15-04",2/19/2023,"63,152,025.00",1
3D Lotto 2PM,0-4-6      =,2/19/2023,"4,500.00",187
3D Lotto 5PM,0-2-7      =,2/19/2023,"4,500.00",199
3D Lotto 9PM,8-0-1      =,2/19/2023,"4,500.00",757
2D Lotto 2PM,31-30      =,2/19/2023,"4,000.00",194
2D Lotto 5PM,13-27      =,2/19/2023,"4,000.00",243
2D Lotto 9PM,31-16      =,2/19/2023,"4,000.00",74
Grand Lotto 6/55,"55-44-0=
3-14-41-16",2/18/2023,"54,207,976.60",0
Lotto 6/42,"20-25-21-33-3=
9-36",2/18/2023,"28,649,604.60",0
6D Lotto,9-2-7-4-8-0    =,2/18/2023,"963,073.36",0
3D Lotto 2PM,6-7-3      =,2/18/2023,"4,500.00",270
3D Lotto 5PM,2-7-8      =,2/18/2023,"4,500.00",403
3D Lotto 9PM,7-4-0      =,2/18/2023,"4,500.00",215
2D Lotto 2PM,03-23      =,2/18/2023,"4,000.00",302
2D Lotto 5PM,23-02      =,2/18/2023,"4,000.00",268
2D Lotto 9PM,12-24      =,2/18/2023,"4,000.00",613
Ultra Lotto 6/58,"19-05-2=
6-27-58-35",2/17/2023,"60,233,174.60",0
Megalotto 6/45,"04-43-27-=
39-44-33",2/17/2023,"32,302,097.40",0
4D Lotto,2-2-6-4        =,2/17/2023,"30,205.00",32
3D Lotto 2PM,8-8-0      =,2/17/2023,"4,500.00",234
3D Lotto 5PM,5-5-2      =,2/17/2023,"4,500.00",183
3D Lotto 9PM,8-5-8      =,2/17/2023,"4,500.00",468
2D Lotto 2PM,04-13      =,2/17/2023,"4,000.00",397
2D Lotto 5PM,08-26      =,2/17/2023,"4,000.00",253
2D Lotto 9PM,25-24      =,2/17/2023,"4,000.00",105
Superlotto 6/49,"39-43-16=
-42-48-15",2/16/2023,"57,365,863.00",0
Lotto 6/42,"42-31-38-35-0=
2-27",2/16/2023,"23,957,900.80",0
6D Lotto,4-3-4-7-3-7    =,2/16/2023,"514,845.72",0
3D Lotto 2PM,5-5-5      =,2/16/2023,"4,500.00",1029
3D Lotto 5PM,4-1-4      =,2/16/2023,"4,500.00",412
3D Lotto 9PM,2-9-9      =,2/16/2023,"4,500.00",453
2D Lotto 2PM,17-10      =,2/16/2023,"4,000.00",277
2D Lotto 5PM,25-26      =,2/16/2023,"4,000.00",160
2D Lotto 9PM,06-24      =,2/16/2023,"4,000.00",679
Grand Lotto 6/55,"07-25-1=
5-22-44-54",2/15/2023,"49,321,695.20",0
Megalotto 6/45,"40-05-30-=
08-43-14",2/15/2023,"27,302,886.00",0
4D Lotto,3-6-5-2        =,2/15/2023,"46,750.00",19
3D Lotto 2PM,2-9-6      =,2/15/2023,"4,500.00",254
3D Lotto 5PM,4-2-6      =,2/15/2023,"4,500.00",314
3D Lotto 9PM,4-3-5      =,2/15/2023,"4,500.00",272
2D Lotto 2PM,27-16      =,2/15/2023,"4,000.00",145
2D Lotto 5PM,20-14      =,2/15/2023,"4,000.00",141
2D Lotto 9PM,13-19      =,2/15/2023,"4,000.00",437
Ultra Lotto 6/58,"58-32-3=
3-19-37-53",2/14/2023,"54,662,377.00",0
Superlotto 6/49,"42-23-07=
-37-39-45",2/14/2023,"51,368,505.40",0
Lotto 6/42,"26-16-13-10-3=
9-19",2/14/2023,"19,433,863.40",0
6D Lotto,4-6-1-9-5-8    =,2/14/2023,"303,502.00",2
3D Lotto 2PM,4-7-8      =,2/14/2023,"4,500.00",262
3D Lotto 5PM,6-5-5      =,2/14/2023,"4,500.00",116
3D Lotto 9PM,4-7-9      =,2/14/2023,"4,500.00",538
2D Lotto 2PM,01-17      =,2/14/2023,"4,000.00",154
2D Lotto 5PM,07-14      =,2/14/2023,"4,000.00",324
2D Lotto 9PM,03-22      =,2/14/2023,"4,000.00",602
Grand Lotto 6/55,"17-15-4=
0-42-38-51",2/13/2023,"44,552,733.00",0
Megalotto 6/45,"19-42-21-=
25-32-06",2/13/2023,"22,616,692.20",0
4D Lotto,2-9-1-2        =,2/13/2023,"10,040.00",60
3D Lotto 2PM,3-9-4      =,2/13/2023,"4,500.00",209
3D Lotto 5PM,7-9-5      =,2/13/2023,"4,500.00",138
3D Lotto 9PM,5-0-7      =,2/13/2023,"4,500.00",711
2D Lotto 2PM,25-15      =,2/13/2023,"4,000.00",150
2D Lotto 5PM,20-28      =,2/13/2023,"4,000.00",188
2D Lotto 9PM,11-24      =,2/13/2023,"4,000.00",524
Ultra Lotto 6/58,"48-12-3=
5-37-33-22",2/12/2023,"50,435,990.00",0
Superlotto 6/49,"24-41-49=
-32-30-12",2/12/2023,"46,743,465.20",0
3D Lotto 2PM,5-2-9      =,2/12/2023,"4,500.00",464
3D Lotto 5PM,1-6-8      =,2/12/2023,"4,500.00",355
3D Lotto 9PM,8-1-1      =,2/12/2023,"4,500.00",888
2D Lotto 2PM,28-27      =,2/12/2023,"4,000.00",262
2D Lotto 5PM,10-18      =,2/12/2023,"4,000.00",263
2D Lotto 9PM,20-12      =,2/12/2023,"4,000.00",394
Grand Lotto 6/55,"04-25-2=
1-53-23-27",2/11/2023,"39,812,150.80",0
Lotto 6/42,"01-35-21-39-3=
4-19",2/11/2023,"15,611,420.60",0
6D Lotto,5-4-7-4-0-9    =,2/11/2023,"557,004.64",0
3D Lotto 2PM,5-9-2      =,2/11/2023,"4,500.00",280
3D Lotto 5PM,2-5-4      =,2/11/2023,"4,500.00",371
3D Lotto 9PM,2-8-1      =,2/11/2023,"4,500.00",354
2D Lotto 2PM,14-02      =,2/11/2023,"4,000.00",339
2D Lotto 5PM,17-29      =,2/11/2023,"4,000.00",135
2D Lotto 9PM,27-18      =,2/11/2023,"4,000.00",180
Ultra Lotto 6/58,"39-23-2=
9-24-47-30",2/10/2023,"49,500,000.00",0
Megalotto 6/45,"43-38-29-=
09-20-06",2/10/2023,"17,906,675.80",0
4D Lotto,2-4-8-3        =,2/10/2023,"71,904.00",14
3D Lotto 2PM,0-6-4      =,2/10/2023,"4,500.00",152
3D Lotto 5PM,1-8-8      =,2/10/2023,"4,500.00",115
3D Lotto 9PM,2-0-6      =,2/10/2023,"4,500.00",749
2D Lotto 2PM,30-10      =,2/10/2023,"4,000.00",232
2D Lotto 5PM,31-02      =,2/10/2023,"4,000.00",81
2D Lotto 9PM,21-27      =,2/10/2023,"4,000.00",246
Superlotto 6/49,"03-15-40=
-43-24-30",2/9/2023,"41,149,080.60",0
Lotto 6/42,"21-18-28-20-2=
6-17",2/9/2023,"11,233,506.20",0
6D Lotto,1-5-6-2-5-0    =,2/9/2023,"150,000.00",2
3D Lotto 2PM,4-4-0      =,2/9/2023,"4,500.00",269
3D Lotto 5PM,2-7-4      =,2/9/2023,"4,500.00",238
3D Lotto 9PM,5-4-3      =,2/9/2023,"4,500.00",385
2D Lotto 2PM,13-20      =,2/9/2023,"4,000.00",289
2D Lotto 5PM,26-19      =,2/9/2023,"4,000.00",89
2D Lotto 9PM,19-24      =,2/9/2023,"4,000.00",486
Grand Lotto 6/55,"32-19-4=
3-27-29-45",2/8/2023,"34,820,906.00",0
Megalotto 6/45,"09-20-34-=
18-16-45",2/8/2023,"13,332,936.40",0
4D Lotto,2-9-7-6        =,2/8/2023,"26,554.00","=
32"
3D Lotto 2PM,4-6-0      =,2/8/2023,"4,500.00",265
3D Lotto 5PM,9-7-3      =,2/8/2023,"4,500.00",117
3D Lotto 9PM,3-3-7      =,2/8/2023,"4,500.00",385
2D Lotto 2PM,02-09      =,2/8/2023,"4,000.00",366
2D Lotto 5PM,12-21      =,2/8/2023,"4,000.00",221
2D Lotto 9PM,01-15      =,2/8/2023,"4,000.00",587
Ultra Lotto 6/58,"23-27-5=
8-47-09-29",2/7/2023,"49,500,000.00",0
Superlotto 6/49,"32-44-06=
-31-28-29",2/7/2023,"35,440,569.00",0
Lotto 6/42,"30-21-14-27-2=
2-42",2/7/2023,"7,356,078.20",0
6D Lotto,5-3-7-2-9-0    =,2/7/2023,"1,058,384.00",1
3D Lotto 2PM,9-0-5      =,2/7/2023,"4,500.00",324
3D Lotto 5PM,3-1-5      =,2/7/2023,"4,500.00",230
3D Lotto 9PM,8-4-8      =,2/7/2023,"4,500.00",334
2D Lotto 2PM,22-12      =,2/7/2023,"4,000.00",97
2D Lotto 5PM,28-25      =,2/7/2023,"4,000.00",117
2D Lotto 9PM,27-10      =,2/7/2023,"4,000.00",307
Grand Lotto 6/55,"24-04-4=
0-46-38-21",2/6/2023,"29,999,916.20",0
Megalotto 6/45,"12-15-21-=
38-25-14",2/6/2023,"9,028,916.60",0
4D Lotto,0-4-0-0        =,2/6/2023,"62,708.00","=
13"
3D Lotto 2PM,3-2-6      =,2/6/2023,"4,500.00",453
3D Lotto 5PM,8-1-8      =,2/6/2023,"4,500.00",341
3D Lotto 9PM,8-7-4      =,2/6/2023,"4,500.00",283
2D Lotto 2PM,08-24      =,2/6/2023,"4,000.00",311
2D Lotto 5PM,05-02      =,2/6/2023,"4,000.00",293
2D Lotto 9PM,31-24      =,2/6/2023,"4,000.00",407
Ultra Lotto 6/58,"49-42-1=
4-07-16-30",2/5/2023,"49,500,000.00",0
Superlotto 6/49,"12-32-21=
-35-18-40",2/5/2023,"30,912,659.00",0
3D Lotto 2PM,7-6-9      =,2/5/2023,"4,500.00",288
3D Lotto 5PM,9-4-8      =,2/5/2023,"4,500.00",96
3D Lotto 9PM,5-3-5      =,2/5/2023,"4,500.00",359
2D Lotto 2PM,16-26      =,2/5/2023,"4,000.00",205
2D Lotto 5PM,06-20      =,2/5/2023,"4,000.00",251
2D Lotto 9PM,31-12      =,2/5/2023,"4,000.00",170
Grand Lotto 6/55,"08-17-1=
2-01-35-03",2/4/2023,"29,700,000.00",0
Lotto 6/42,"24-30-01-27-0=
4-23",2/4/2023,"5,940,000.00",0
6D Lotto,7-9-6-4-8-0    =,2/4/2023,"481,190.28",0
3D Lotto 2PM,4-9-8      =,2/4/2023,"4,500.00",123
3D Lotto 5PM,5-3-2      =,2/4/2023,"4,500.00",399
3D Lotto 9PM,2-7-2      =,2/4/2023,"4,500.00",527
2D Lotto 2PM,15-09      =,2/4/2023,"4,000.00",281
2D Lotto 5PM,10-24      =,2/4/2023,"4,000.00",259
2D Lotto 9PM,24-17      =,2/4/2023,"4,000.00",185
Ultra Lotto 6/58,"21-11-2=
3-29-09-50",2/3/2023,"49,500,000.00",0
Megalotto 6/45,"07-28-05-=
40-43-11",2/3/2023,"8,910,000.00",0
4D Lotto,0-9-9-1        =,2/3/2023,"47,048.00","=
21"
3D Lotto 2PM,6-3-9      =,2/3/2023,"4,500.00",703
3D Lotto 5PM,7-2-6      =,2/3/2023,"4,500.00",332
3D Lotto 9PM,5-3-0      =,2/3/2023,"4,500.00",651
2D Lotto 2PM,28-10      =,2/3/2023,"4,000.00",129
2D Lotto 5PM,03-17      =,2/3/2023,"4,000.00",226
2D Lotto 9PM,12-30      =,2/3/2023,"4,000.00",499
Superlotto 6/49,"30-09-38=
-04-47-44",2/2/2023,"25,893,524.00",0
Lotto 6/42,"02-27-16-29-0=
4-19",2/2/2023,"5,940,000.00",1
6D Lotto,2-1-5-3-1-0    =,2/2/2023,"5,122,868.00",1
3D Lotto 2PM,1-0-4      =,2/2/2023,"4,500.00",577
3D Lotto 5PM,3-7-6      =,2/2/2023,"4,500.00",205
3D Lotto 9PM,2-8-1      =,2/2/2023,"4,500.00",596
2D Lotto 2PM,19-04      =,2/2/2023,"4,000.00",274
2D Lotto 5PM,24-17      =,2/2/2023,"4,000.00",45
2D Lotto 9PM,07-07      =,2/2/2023,"4,000.00",1045
Grand Lotto 6/55,"40-08-4=
5-06-23-41",2/1/2023,"29,700,000.00",0
Megalotto 6/45,"37-29-42-=
21-27-05",2/1/2023,"73,481,247.20",2
4D Lotto,6-0-1-2        =,2/1/2023,"17,731.00","=
27"
3D Lotto 2PM,8-0-3      =,2/1/2023,"4,500.00",464
3D Lotto 5PM,1-8-9      =,2/1/2023,"4,500.00",364
3D Lotto 9PM,4-5-8      =,2/1/2023,"4,500.00",769
2D Lotto 2PM,14-22      =,2/1/2023,"4,000.00",270
2D Lotto 5PM,23-21      =,2/1/2023,"4,000.00",73
2D Lotto 9PM,30-13      =,2/1/2023,"4,000.00",130
Ultra Lotto 6/58,"20-47-3=
3-14-02-29",1/31/2023,"49,500,000.00",0
Superlotto 6/49,"46-19-44=
-22-31-13",1/31/2023,"20,893,250.00",0
Lotto 6/42,"31-41-29-25-2=
0-08",1/31/2023,"25,490,659.00",1
6D Lotto,0-5-5-9-0-2    =,1/31/2023,"5,072,868.74",0
3D Lotto 2PM,4-9-8      =,1/31/2023,"4,500.00",183
3D Lotto 5PM,1-7-6      =,1/31/2023,"4,500.00",214
3D Lotto 9PM,4-5-9      =,1/31/2023,"4,500.00",382
2D Lotto 2PM,11-19      =,1/31/2023,"4,000.00",293
2D Lotto 5PM,13-26      =,1/31/2023,"4,000.00",185
2D Lotto 9PM,21-20      =,1/31/2023,"4,000.00",69
Grand Lotto 6/55,"03-15-2=
7-35-16-51",1/30/2023,"29,700,000.00",0
Megalotto 6/45,"35-41-18-=
16-03-20",1/30/2023,"65,996,314.60",0
4D Lotto,2-0-9-2        =,1/30/2023,"83,635.00",12
3D Lotto 2PM,9-4-6      =,1/30/2023,"4,500.00",190
3D Lotto 5PM,9-0-5      =,1/30/2023,"4,500.00",127
3D Lotto 9PM,3-8-2      =,1/30/2023,"4,500.00",287
2D Lotto 2PM,24-01      =,1/30/2023,"4,000.00",139
2D Lotto 5PM,06-29      =,1/30/2023,"4,000.00",278
2D Lotto 9PM,18-25      =,1/30/2023,"4,000.00",467
Ultra Lotto 6/58,"37-41-5=
0-47-57-10",1/29/2023,"49,500,000.00",0
Superlotto 6/49,"34-39-10=
-43-05-11",1/29/2023,"17,592,150.80",0
3D Lotto 2PM,9-3-5      =,1/29/2023,"4,500.00",278
3D Lotto 5PM,8-5-5      =,1/29/2023,"4,500.00",168
3D Lotto 9PM,3-1-5      =,1/29/2023,"4,500.00",661
2D Lotto 2PM,30-02      =,1/29/2023,"4,000.00",96
2D Lotto 5PM,13-23      =,1/29/2023,"4,000.00",198
2D Lotto 9PM,19-31      =,1/29/2023,"4,000.00",232
Grand Lotto 6/55,"10-34-2=
8-46-04-14",1/28/2023,"29,700,000.00",0
Lotto 6/42,"14-01-26-37-2=
0-23",1/28/2023,"20,815,329.80",0
6D Lotto,6-3-2-7-2-3    =,1/28/2023,"4,580,772.58",0
3D Lotto 2PM,9-5-5      =,1/28/2023,"4,500.00",187
3D Lotto 5PM,4-9-5      =,1/28/2023,"4,500.00",308
3D Lotto 9PM,0-3-4      =,1/28/2023,"4,500.00",207
2D Lotto 2PM,10-16      =,1/28/2023,"4,000.00",282
2D Lotto 5PM,24-10      =,1/28/2023,"4,000.00",133
2D Lotto 9PM,31-19      =,1/28/2023,"4,000.00",113
Ultra Lotto 6/58,"06-25-3=
4-43-21-24",1/27/2023,"49,500,000.00",0
Megalotto 6/45,"21-29-42-=
14-37-34",1/27/2023,"58,640,551.20",0
4D Lotto,2-5-3-7        =,1/27/2023,"32,704.00",29
3D Lotto 2PM,7-2-1      =,1/27/2023,"4,500.00",429
3D Lotto 5PM,9-0-5      =,1/27/2023,"4,500.00",263
3D Lotto 9PM,5-6-4      =,1/27/2023,"4,500.00",376
2D Lotto 2PM,14-05      =,1/27/2023,"4,000.00",254
2D Lotto 5PM,27-07      =,1/27/2023,"4,000.00",235
2D Lotto 9PM,30-23      =,1/27/2023,"4,000.00",127
Superlotto 6/49,"44-45-41=
-22-39-38",1/26/2023,"15,840,000.00",0
Lotto 6/42,"05-12-18-24-0=
4-17",1/26/2023,"16,101,832.80",0
6D Lotto,8-1-2-9-1-9    =,1/26/2023,"4,530,772.58",0
3D Lotto 2PM,9-6-9      =,1/26/2023,"4,500.00",116
3D Lotto 5PM,7-7-8      =,1/26/2023,"4,500.00",231
3D Lotto 9PM,0-9-8      =,1/26/2023,"4,500.00",233
2D Lotto 2PM,06-16      =,1/26/2023,"4,000.00",319
2D Lotto 5PM,01-11      =,1/26/2023,"4,000.00",237
2D Lotto 9PM,25-06      =,1/26/2023,"4,000.00",244
Grand Lotto 6/55,"40-30-4=
4-33-51-27",1/25/2023,"29,700,000.00",0
Megalotto 6/45,"34-07-32-=
20-08-29",1/25/2023,"51,830,237.00",0
4D Lotto,1-0-3-0        =,1/25/2023,"10,000.00",178
3D Lotto 2PM,6-7-1      =,1/25/2023,"4,500.00",243
3D Lotto 5PM,3-3-7      =,1/25/2023,"4,500.00",199
3D Lotto 9PM,3-8-7      =,1/25/2023,"4,500.00",391
2D Lotto 2PM,25-19      =,1/25/2023,"4,000.00",134
2D Lotto 5PM,08-31      =,1/25/2023,"4,000.00",199
2D Lotto 9PM,06-21      =,1/25/2023,"4,000.00",565
Ultra Lotto 6/58,"24-35-1=
8-43-49-22",1/24/2023,"49,500,000.00",0
Superlotto 6/49,"22-13-18=
-06-47-32",1/24/2023,"15,840,000.00",0
Lotto 6/42,"14-40-30-35-4=
2-03",1/24/2023,"11,660,311.60",0
6D Lotto,4-5-5-5-2-0    =,1/24/2023,"4,480,772.58",0
3D Lotto 2PM,2-5-9      =,1/24/2023,"4,500.00",779
3D Lotto 5PM,7-3-8      =,1/24/2023,"4,500.00",129
3D Lotto 9PM,6-4-9      =,1/24/2023,"4,500.00",394
2D Lotto 2PM,17-03      =,1/24/2023,"4,000.00",256
2D Lotto 5PM,06-04      =,1/24/2023,"4,000.00",171
2D Lotto 9PM,26-01      =,1/24/2023,"4,000.00",587
Grand Lotto 6/55,"27-49-0=
7-04-26-33",1/23/2023,"29,700,000.00",0
Megalotto 6/45,"32-07-33-=
18-39-15",1/23/2023,"45,306,612.80",0
4D Lotto,4-1-4-3        =,1/23/2023,"23,837.00",33
3D Lotto 2PM,1-7-3      =,1/23/2023,"4,500.00",462
3D Lotto 5PM,2-7-1      =,1/23/2023,"4,500.00",413
3D Lotto 9PM,1-9-9      =,1/23/2023,"4,500.00",428
2D Lotto 2PM,25-04      =,1/23/2023,"4,000.00",191
2D Lotto 5PM,26-30      =,1/23/2023,"4,000.00",138
2D Lotto 9PM,26-08      =,1/23/2023,"4,000.00",264
Ultra Lotto 6/58,"41-27-3=
4-38-13-16",1/22/2023,"49,500,000.00",0
Superlotto 6/49,"14-24-38=
-37-16-02",1/22/2023,"15,840,000.00",0
3D Lotto 2PM,0-9-2      =,1/22/2023,"4,500.00",145
3D Lotto 5PM,3-0-3      =,1/22/2023,"4,500.00",456
3D Lotto 9PM,0-5-4      =,1/22/2023,"4,500.00",198
2D Lotto 2PM,24-21      =,1/22/2023,"4,000.00",75
2D Lotto 5PM,26-01      =,1/22/2023,"4,000.00",99
2D Lotto 9PM,03-02      =,1/22/2023,"4,000.00",552
Grand Lotto 6/55,"03-44-1=
0-13-23-11",1/21/2023,"29,700,000.00",1
Lotto 6/42,"15-19-25-09-3=
2-11",1/21/2023,"7,947,435.00",0
6D Lotto,2-7-0-7-3-2    =,1/21/2023,"3,915,876.70",0
3D Lotto 2PM,6-6-4      =,1/21/2023,"4,500.00",239
3D Lotto 5PM,4-0-0      =,1/21/2023,"4,500.00",284
3D Lotto 9PM,0-2-3      =,1/21/2023,"4,500.00",364
2D Lotto 2PM,05-30      =,1/21/2023,"4,000.00",280
2D Lotto 5PM,19-28      =,1/21/2023,"4,000.00",180
2D Lotto 9PM,16-18      =,1/21/2023,"4,000.00",368
Ultra Lotto 6/58,"24-39-3=
1-19-42-13",1/20/2023,"49,500,000.00",1
Megalotto 6/45,"45-28-39-=
05-34-21",1/20/2023,"38,939,521.60",0
4D Lotto,0-9-3-2        =,1/20/2023,"47,896.00",20
3D Lotto 2PM,4-4-1      =,1/20/2023,"4,500.00",383
3D Lotto 5PM,4-3-3      =,1/20/2023,"4,500.00",210
